id_endereco,id_cliente,logradouro,numero,bairro,cidade,estado,cep,created_at
5984,690,Via Cirino,66,Marilandia,Brito,SP,11592-362,2025-05-08 05:33:41
5985,423,Núcleo Farias,95,Jardim Vitoria,Camargo,AC,33712192,2025-07-08 11:20:02
5986,3553,Setor da Costa,4,Serrano,da Cunha das Pedras,AP,36524216,2024-05-11 22:17:42
5987,4020,Pátio Joana Cunha,34,Alto Barroca,Moreira de Casa Grande,SE,92669-409,2025-06-01 20:54:25
5988,2262,Favela Arthur Gabriel Fonseca,926,Vila Santo Antônio,Sampaio,PI,68672-275,2024-07-24 03:08:12
5989,1787,Colônia Esther Azevedo,73,Vila Maria,Castro de Farias,TO,24487-241,2025-05-28 15:25:15
5990,1702,Largo de Pinto,94,Barroca,Garcia do Norte,DF,36024-498,2022-12-05 17:56:25
5991,163,Passarela Fernandes,16,Jardim Atlântico,Aparecida,DF,48304-568,2023-08-31 00:41:15
5992,1865,Loteamento Mariah Siqueira,997,Alta Tensão 1ª Seção,Albuquerque Verde,CE,39038-369,2025-09-27 00:48:49
5993,1249,Vereda de da Luz,7,Vila Batik,Moura da Praia,SE,98582-156,2023-09-07 10:36:19
5994,2201,Trevo João Pedro Monteiro,9,Barroca,Pires,RS,60760370,2025-04-03 20:25:35
5995,1077,Praça de Fonseca,15,Jardim Dos Comerciarios,das Neves das Flores,SP,91029805,2023-06-09 20:48:12
5996,429,Favela Murilo Leão,23,Monsenhor Messias,Câmara de da Mata,PE,19317714,2024-09-16 19:00:47
5997,4507,Travessa de Abreu,9,Caetano Furquim,Moura,RO,35781554,2025-10-23 21:37:36
5998,4284,Ladeira Montenegro,2,Santa Rita De Cássia,Azevedo de Aparecida,RS,37640-775,2022-12-16 13:39:29
5999,1698,Vereda Henry Teixeira,10,Paraíso,da Mota,TO,91855-016,2025-01-16 14:10:02
6000,2760,Estrada de Cardoso,1,Novo Aarão Reis,Pastor,BA,11314547,2024-09-08 15:46:50
6001,870,Avenida de Cunha,20,Cônego Pinheiro 2ª Seção,Sales,BA,59219-126,2025-10-01 15:33:51
6002,2639,Largo de Almeida,43,Virgínia,Albuquerque de Montenegro,MT,04905923,2022-12-19 10:13:40
6003,2548,Parque Moura,21,Vila Trinta E Um De Março,Camargo,AM,44998114,2022-12-08 08:14:50
6004,2738,Alameda Daniela Jesus,21,Vila Copasa,Freitas de Vieira,RS,80651-382,2024-05-03 14:08:39
6005,1416,Fazenda de Duarte,849,Nova Gameleira,da Costa,RJ,11100765,2023-10-01 07:33:39
6006,2547,Lagoa Rios,9,Vila Santa Rosa,da Mota dos Dourados,SP,48695245,2024-02-12 09:35:46
6007,1289,Trevo de Rocha,7,Serra Do Curral,Albuquerque Alegre,MS,27310-339,2025-03-14 00:47:45
6008,4909,Viaduto Ana Sophia da Rosa,6,Nova Esperança,Cassiano,AC,42465589,2023-05-02 10:27:51
6009,2548,Rua Cavalcante,50,Vila Tirol,Freitas,RJ,39363-646,2024-01-29 19:37:06
6010,2665,Fazenda de Garcia,910,Solar Do Barreiro,Viana,MS,68833-169,2025-09-03 07:20:56
6011,1375,Loteamento de Araújo,57,João Paulo Ii,da Cunha,DF,05175-090,2025-02-11 21:56:02
6012,2842,Passarela Luiz Henrique Brito,2,Vila Aeroporto,Campos Verde,MA,95698388,2024-07-23 20:36:59
6013,796,Pátio de Silveira,68,Marmiteiros,Cavalcanti,ES,13406-544,2025-10-25 18:03:50
6014,945,Setor Cavalcanti,6,Jaraguá,Costela,AL,30557233,2024-12-05 04:11:35
6015,3901,Vereda Pires,81,Sagrada Família,Campos de Goiás,RR,41239-326,2023-05-14 17:30:40
6016,4564,Alameda Ayla Monteiro,54,Vila São Gabriel,Martins,AM,83126-194,2023-06-29 04:10:29
6017,4952,Morro Fonseca,32,Vila Cloris,Montenegro da Praia,PE,55203877,2025-07-29 14:09:28
6018,3953,Pátio Arthur Miguel Melo,91,Guaratã,Pinto,MA,93162-153,2023-10-06 05:21:15
6019,1181,Vale de Rocha,50,Conjunto Capitão Eduardo,Cunha de Siqueira,AP,31991-410,2024-03-04 19:30:00
6020,2861,Favela de da Cunha,91,Dom Bosco,Silva,RR,51113629,2024-12-09 03:37:16
6021,4877,Alameda Araújo,70,Barroca,Moraes Alegre,ES,24837683,2024-10-07 23:03:00
6022,574,Chácara Isabela Carvalho,706,Conjunto Providencia,Santos,ES,59671-114,2025-08-20 02:55:56
6023,4077,Campo de Teixeira,557,Vila Havaí,da Rosa do Amparo,RR,56006484,2022-11-29 10:35:02
6024,64,Parque Ribeiro,25,Santa Sofia,Brito de Minas,DF,19622-976,2024-03-25 11:57:27
6025,2178,Setor Santos,5,Boa Vista,Azevedo do Amparo,GO,59012-333,2024-05-16 13:53:56
6026,211,Vereda Bianca Peixoto,73,Vila Bandeirantes,Souza da Praia,MA,94299046,2024-02-10 13:00:22
6027,3928,Viaduto Carlos Eduardo Farias,53,Venda Nova,Monteiro,MA,40829-313,2024-12-08 04:47:08
6028,4516,Travessa Lucas Gabriel Caldeira,64,Conjunto Capitão Eduardo,Duarte de Silva,MG,20674-690,2024-10-09 23:31:02
6029,4598,Conjunto Manuella Fogaça,70,Primeiro De Maio,Albuquerque Verde,AP,82816-005,2023-05-01 18:23:06
6030,683,Pátio Rodrigues,3,Bom Jesus,Cavalcante,CE,95826922,2023-08-02 20:59:13
6031,938,Distrito Maria Sophia Rodrigues,39,São Marcos,Costela,DF,88428689,2024-11-20 01:31:00
6032,960,Largo Moraes,874,Vila Calafate,Gonçalves de Gomes,MG,58687982,2025-11-15 21:01:39
6033,740,Núcleo Câmara,9,Barreiro,Jesus,ES,74374432,2023-10-27 05:37:31
6034,1103,Campo de Novais,26,Vila Da Ária,Andrade,SE,17392-619,2025-05-30 03:48:07
6035,3250,Condomínio de Silva,38,Estrela Do Oriente,Moura,AM,06522544,2023-07-28 21:06:18
6036,2854,Vila Barbosa,12,Castelo,Barros do Campo,RO,49156050,2023-09-14 14:28:57
6037,1952,Passarela de Cavalcanti,58,Santa Maria,Vasconcelos,MA,01442-640,2023-06-25 20:59:22
6038,2438,Pátio de Ferreira,79,Floresta,Fonseca,SP,86643584,2025-08-21 20:52:09
6039,1794,Conjunto Carolina Pereira,67,Lindéia,Sousa do Oeste,RR,05049-575,2023-08-08 01:23:22
6040,2981,Viaduto Sousa,386,Candelaria,Macedo de Carvalho,SP,44183-299,2024-03-07 07:33:49
6041,3029,Conjunto de Vieira,334,Cinquentenário,Cirino do Galho,SP,13519-200,2025-03-10 23:45:31
6042,3945,Praia Leão,447,Alto Vera Cruz,Santos,CE,85022-894,2025-07-25 19:30:23
6043,730,Rodovia Zoe Campos,53,Vila Madre Gertrudes 4ª Seção,Pimenta do Norte,SP,29426-364,2025-09-30 17:01:04
6044,846,Rodovia Thales Moreira,78,Vila Paraíso,Melo da Praia,TO,95026668,2024-06-07 04:36:20
6045,4239,Quadra Felipe Camargo,53,Vila Jardim Alvorada,da Mata,ES,66933-172,2024-09-09 10:10:25
6046,2978,Sítio de Alves,31,Petropolis,Camargo,MG,84065057,2024-06-17 09:11:22
6047,1931,Travessa Lucas Sá,68,Jardim Leblon,Alves,PE,63230-131,2025-11-04 07:23:48
6048,1716,Rodovia Vieira,9,Cruzeiro,Abreu,AC,17132604,2023-01-22 00:27:50
6049,252,Sítio de da Mota,6,Ipe,Melo das Flores,TO,37747951,2024-07-27 10:06:35
6050,4253,Trevo de Souza,44,Santa Cruz,Sousa da Serra,PA,75080125,2024-01-17 05:07:30
6051,3243,Área Marcelo Sá,88,Corumbiara,Araújo Verde,DF,85267603,2023-09-22 14:54:39
6052,1357,Vereda Ágatha Montenegro,73,São Francisco,Cavalcanti das Pedras,GO,71983-968,2024-03-07 04:41:02
6053,1676,Setor Castro,6,Cinquentenário,Moura de Ribeiro,CE,62584110,2022-12-31 02:54:31
6054,1482,Praia Ana Lívia Duarte,7,Lagoinha,Nascimento das Flores,ES,76598933,2024-03-04 13:29:32
6055,1317,Travessa Moura,86,Comiteco,da Cruz,AL,36562122,2023-04-16 20:27:38
6056,2097,Sítio Maria Luiza Silveira,59,São Sebastião,Porto de Câmara,RN,60314082,2024-02-25 01:28:57
6057,3488,Estrada Helena Melo,587,Vila Formosa,Cavalcante dos Dourados,SC,01776-528,2025-02-13 11:26:38
6058,990,Jardim de da Cruz,18,Havaí,Gonçalves da Serra,RS,20527329,2023-08-22 14:05:06
6059,3616,Área de Albuquerque,47,Marçola,Aparecida,SC,07052461,2024-03-19 08:15:18
6060,3956,Travessa de Moreira,83,Novo Das Industrias,da Luz,MT,96606281,2024-04-03 12:57:27
6061,626,Rodovia de Guerra,796,Fernão Dias,Cardoso de Leão,PI,47938530,2024-09-22 04:13:13
6062,2834,Jardim Zoe Abreu,36,Flavio De Oliveira,Moura de Silveira,RN,16347127,2023-07-14 00:05:05
6063,1822,Residencial de Pacheco,62,Minas Caixa,Fogaça,BA,49884670,2024-08-14 16:06:14
6064,3585,Jardim Pietra Carvalho,647,Vila São João Batista,Pereira,RR,68557556,2024-08-20 01:28:37
6065,2845,Pátio Nunes,385,Corumbiara,Caldeira Verde,RN,74354-598,2025-07-19 09:41:52
6066,3093,Campo Casa Grande,232,São Salvador,Viana de Gomes,RN,78435111,2023-05-21 11:29:39
6067,2803,Favela Guerra,16,Vila Nova Gameleira 2ª Seção,da Rocha de Minas,MG,69131-330,2024-03-21 06:21:11
6068,807,Recanto de Rocha,9,Conjunto Paulo Vi,Cavalcante,GO,53293382,2025-10-28 08:18:50
6069,86,Favela de Marques,887,São João Batista,da Mata,PB,85227762,2023-12-29 12:48:02
6070,1067,Praça Vinícius Barbosa,69,Castanheira,Pereira,MT,68342-856,2025-08-17 02:36:26
6071,2105,Recanto de das Neves,16,Vila Batik,Rios,AP,43492911,2023-12-27 21:34:59
6072,566,Trecho Bento da Cunha,38,Nova Gameleira,Sales,RO,04062360,2025-08-16 05:14:30
6073,3503,Fazenda Nascimento,7,Santana Do Cafezal,Ribeiro,SP,34045-659,2025-03-28 16:14:35
6074,321,Parque de Sampaio,90,Independência,Porto das Flores,PR,20365-226,2024-06-13 17:30:22
6075,4849,Ladeira de Barbosa,69,Lagoa,Barros do Campo,SE,32082-503,2025-05-09 18:05:07
6076,4199,Estação Theodoro Costa,67,Floramar,Dias,MA,86807044,2024-05-27 19:14:33
6077,782,Jardim da Rosa,98,Nossa Senhora Do Rosário,Vargas Alegre,AP,81952023,2024-06-23 16:14:25
6078,1479,Trecho de Martins,5,Vila Piratininga,Peixoto de Guerra,GO,12690-794,2025-07-24 12:25:10
6079,1441,Estação Souza,90,Vila Formosa,Barros,MT,75617-938,2023-10-06 22:22:58
6080,1363,Setor Silva,27,Antonio Ribeiro De Abreu 1ª Seção,da Cunha das Flores,MG,52128-007,2023-06-09 20:26:21
6081,3221,Fazenda de da Rosa,8,Camargos,Siqueira,AM,54412-562,2025-04-02 02:42:36
6082,1829,Vale Davi Lucas Porto,74,Vila Santa Rosa,Jesus das Flores,SE,15868-404,2025-02-03 13:01:04
6083,1663,Praça de Cassiano,751,Vila Ecológica,Rodrigues,SE,56317565,2023-10-30 11:10:06
6084,3889,Praça de Nogueira,7,Jardim Vitoria,Aparecida,PA,34689-125,2024-11-09 03:37:18
6085,2272,Avenida Nascimento,95,Álvaro Camargos,Aparecida,AL,16085579,2025-09-06 09:10:00
6086,1309,Praia Lucas Abreu,80,São Luiz,Peixoto,AP,76991-939,2023-11-11 13:59:55
6087,2866,Esplanada de Aparecida,91,Alpes,Vargas de Novais,RS,31249-628,2025-07-16 05:10:00
6088,2274,Parque Cardoso,17,Vila Piratininga Venda Nova,Jesus de Novais,SE,57500-535,2024-02-16 16:37:48
6089,1570,Alameda de Pacheco,9,São João,Pimenta da Serra,MG,17217-960,2023-03-12 21:48:41
6090,725,Vale Davi Lucas Lopes,821,Vila Pilar,Teixeira de Cunha,AM,99072217,2023-02-13 07:39:07
6091,4722,Aeroporto Cirino,40,Vila Paquetá,Cardoso,RJ,62674-617,2024-04-28 18:52:04
6092,459,Fazenda Nascimento,69,São Jorge 1ª Seção,Aparecida,RS,58918-722,2024-09-17 13:09:13
6093,1716,Morro de Moreira,44,Madre Gertrudes,Albuquerque,MA,17966217,2025-03-06 00:30:58
6094,237,Travessa de Gomes,6,Vila São Gabriel,Gonçalves de Pimenta,AM,82196606,2023-06-02 23:47:30
6095,905,Sítio Manuella Montenegro,32,Senhor Dos Passos,Mendonça de Sá,RN,23495-609,2024-10-11 03:54:09
6096,1937,Feira Mendes,15,Alto Dos Pinheiros,Peixoto,MT,46182-775,2023-09-17 19:18:09
6097,4911,Chácara Aparecida,280,Vila União,Albuquerque,PI,68573534,2023-06-03 13:11:44
6098,2068,Estrada Macedo,75,Mirtes,Barros,PB,94576177,2023-07-30 16:05:29
6099,1594,Rodovia Ramos,61,Bandeirantes,das Neves,ES,98040252,2023-03-13 09:04:53
6100,4559,Rua da Rocha,400,Vila Minaslandia,Porto,SE,32644-868,2023-07-08 19:07:31
6101,1782,Colônia Pacheco,30,Flavio Marques Lisboa,Borges Paulista,MG,67198081,2023-02-15 19:07:23
6102,1059,Recanto Cunha,69,Tupi B,da Rosa de Gomes,SE,01866-768,2025-07-23 11:24:27
6103,3969,Recanto de Rios,91,Prado,Jesus,BA,76326294,2024-02-11 07:44:34
6104,333,Vale Moreira,26,Piraja,Nascimento de Novais,RJ,63778-265,2025-08-03 08:09:41
6105,770,Largo de Vieira,33,Padre Eustáquio,Nascimento,PE,87904599,2024-02-22 21:47:20
6106,519,Loteamento de Sales,87,Santa Inês,Gomes,MA,93830-938,2024-12-10 07:55:57
6107,2385,Distrito de Rocha,57,Boa Viagem,Duarte Alegre,CE,87533-429,2025-01-22 16:33:33
6108,2510,Largo Cardoso,58,Alto Caiçaras,Rodrigues,PE,80428786,2025-09-21 05:39:53
6109,3144,Rodovia Azevedo,95,Solar Do Barreiro,Mendes de Goiás,SP,98401-262,2024-12-26 01:47:38
6110,2039,Campo Enrico Viana,99,Cenaculo,Cavalcanti,AC,36975-708,2025-01-08 10:21:08
6111,3056,Fazenda Marques,36,Oeste,Barros,MG,10664603,2024-09-10 06:32:07
6112,2520,Estrada Oliver Martins,95,Santa Efigênia,Garcia do Galho,PR,53709485,2024-09-30 01:34:59
6113,4979,Quadra Silveira,1,Aarão Reis,Brito,DF,68643856,2022-12-30 11:23:47
6114,1048,Ladeira Davi Lucca Machado,9,Flavio De Oliveira,Costa do Amparo,SC,43933-797,2024-12-08 02:27:02
6115,3718,Chácara Gabriel Cardoso,626,Venda Nova,Marques das Pedras,RJ,34501-188,2025-01-26 02:23:16
6116,308,Trevo Benjamim Nogueira,3,Novo Tupi,Montenegro,ES,10512-925,2023-05-06 00:50:51
6117,1988,Conjunto de da Conceição,455,Vila Sesc,Melo das Flores,RN,70024076,2023-05-26 03:20:45
6118,323,Esplanada Borges,46,Vila Maloca,Campos Paulista,GO,87648-035,2023-02-20 06:15:25
6119,957,Núcleo Ágatha Guerra,462,Vila Trinta E Um De Março,Cardoso,BA,47566-213,2023-10-12 01:18:02
6120,4727,Lago de da Paz,695,Bom Jesus,Castro de Silva,AC,34966-573,2024-04-24 14:19:32
6121,3701,Via de da Mata,7,Guaratã,Nogueira das Pedras,RO,44530-192,2022-12-28 15:15:59
6122,337,Conjunto de da Cruz,32,Campo Alegre,Carvalho de das Neves,MG,30837-004,2023-12-04 12:07:07
6123,2084,Viela Maria Liz Campos,79,Tupi B,da Cunha,DF,55138-228,2024-11-25 04:13:03
6124,2010,Quadra Luna Moura,17,Madre Gertrudes,Novais das Flores,GO,86369-203,2024-05-09 09:30:04
6125,4360,Avenida Leonardo Fonseca,14,Carlos Prates,Lopes,RR,44214-426,2025-07-28 05:42:19
6126,4620,Campo de da Mata,40,Conjunto Minas Caixa,Nunes,RN,93050313,2025-05-28 11:01:06
6127,3988,Esplanada Arthur Souza,38,Miramar,Correia,RJ,92206387,2024-05-04 21:23:13
6128,2340,Alameda de Abreu,181,Miramar,Carvalho das Pedras,SP,61110195,2025-11-14 19:34:14
6129,3508,Viaduto Albuquerque,41,Dom Joaquim,Sousa do Sul,SE,45905-301,2023-10-16 10:22:03
6130,2732,Trecho Aragão,23,Nova Pampulha,Casa Grande,CE,15511560,2025-06-01 07:54:33
6131,4975,Residencial de Azevedo,78,Pompéia,da Luz,MS,01716-604,2023-11-14 09:10:06
6132,4110,Favela de Azevedo,28,Belmonte,Cirino,AP,54279-685,2023-06-23 19:29:38
6133,130,Viaduto Costela,41,Vila São João Batista,Albuquerque do Campo,PB,94373-993,2025-04-04 16:40:52
6134,2309,Travessa Moura,81,Itaipu,da Paz,SC,64940-539,2024-08-31 02:35:30
6135,3462,Residencial Sá,7,Boa União 2ª Seção,Gonçalves Paulista,PA,60207969,2024-03-22 05:37:04
6136,2623,Praça de Cirino,86,Corumbiara,Gonçalves das Pedras,PI,96513-719,2024-10-27 23:29:49
6137,1727,Rua Lima,322,São Gonçalo,Teixeira de Sales,PA,92492-743,2023-07-02 19:58:05
6138,2899,Praça das Neves,81,Mariano De Abreu,Ribeiro de Ferreira,DF,30499-013,2024-09-14 14:56:10
6139,1773,Conjunto de Correia,76,Sagrada Família,Santos de Brito,PA,27411631,2025-09-16 18:22:01
6140,148,Conjunto Castro,371,Mariano De Abreu,Carvalho,RS,18361733,2025-08-01 04:31:01
6141,4978,Travessa Maria Isis Pinto,4,São Cristóvão,Ramos de Sousa,RS,80304-868,2023-03-11 00:37:09
6142,4532,Estrada Vieira,955,São Paulo,Cirino de Goiás,SC,07191030,2024-09-14 21:47:02
6143,804,Lago Mariane Campos,23,Varzea Da Palma,Araújo,MA,66444647,2023-02-13 21:25:01
6144,1745,Largo Moreira,7,Cidade Jardim,Porto,GO,57130613,2025-01-05 19:22:38
6145,1431,Praça Allana Lopes,6,Palmares,Ribeiro,SE,77652-031,2024-05-01 11:02:44
6146,2531,Favela Cunha,72,Ouro Minas,Rios,BA,18175909,2024-06-13 13:10:02
6147,222,Pátio de Câmara,2,Nossa Senhora Do Rosário,Novais de Melo,MA,63505-556,2023-02-05 22:34:16
6148,2167,Feira Arthur Pinto,133,Alta Tensão 1ª Seção,Vargas,RS,18296009,2024-09-09 18:23:37
6149,4282,Residencial Emanuel Cassiano,29,Etelvina Carneiro,Gonçalves do Campo,PI,68109434,2024-07-11 13:10:28
6150,3254,Vereda de Albuquerque,80,Vila Piratininga Venda Nova,Siqueira de Sales,DF,81159-144,2024-04-18 15:14:04
6151,682,Pátio de Pastor,56,Monte São José,Mendes de Moura,RJ,78390972,2024-07-08 09:40:21
6152,401,Viela Camargo,33,Cônego Pinheiro 1ª Seção,Dias,TO,70146549,2023-02-16 09:36:20
6153,4774,Esplanada Sampaio,34,João Pinheiro,Azevedo,PI,86391-956,2025-03-22 21:48:00
6154,3562,Esplanada Lucca Moura,87,Vila Pinho,Pinto,RO,61507138,2023-09-12 12:42:49
6155,4931,Área Oliveira,48,Ernesto Nascimento,Cavalcante,PI,28717-282,2025-02-16 18:54:33
6156,745,Morro de Albuquerque,898,Novo São Lucas,Ferreira,PI,16843528,2025-03-29 08:26:14
6157,4456,Residencial Aragão,92,Vila Novo São Lucas,Lopes,PE,90022930,2023-06-06 19:56:07
6158,1085,Núcleo de Vasconcelos,93,Centro,Dias,PA,54973-070,2022-11-30 11:13:05
6159,3595,Estrada da Cruz,73,Vila Sumaré,Oliveira,RJ,61312-248,2024-08-11 23:55:57
6160,4333,Rua de Martins,56,Nossa Senhora De Fátima,Aragão Verde,PA,39908237,2023-10-23 10:43:34
6161,3456,Trevo Alves,1,Ademar Maldonado,Moura,MT,40463-721,2024-12-22 21:42:41
6162,435,Largo Castro,16,São Damião,Castro Grande,RR,23452787,2022-12-16 17:16:18
6163,4757,Estrada de Sampaio,51,Antonio Ribeiro De Abreu 1ª Seção,Novais de Rezende,AP,39796-597,2024-11-18 20:07:28
6164,2693,Ladeira de Fonseca,831,Vila Formosa,Jesus Paulista,MA,73850572,2025-07-01 00:12:09
6165,2614,Conjunto Ana Clara Garcia,96,Pindorama,Pereira,AM,11388655,2025-09-09 04:36:30
6166,3800,Viela de Peixoto,6,Novo Aarão Reis,da Conceição,AM,77839828,2023-10-14 17:44:13
6167,3347,Campo Mateus Rios,91,Vila São Francisco,Gomes,MS,81537420,2025-07-22 00:16:53
6168,775,Sítio Marques,87,Serra Do Curral,Correia das Pedras,CE,23011844,2023-05-18 13:19:55
6169,191,Sítio de Ramos,55,Flamengo,Rezende,PE,74256-200,2023-10-15 18:22:29
6170,1942,Estrada de Aparecida,87,Ápia,Ribeiro,MT,30869-698,2024-01-05 13:51:45
6171,3291,Quadra Teixeira,1,Aarão Reis,Duarte,MG,41025-816,2025-06-13 15:46:23
6172,3330,Praça da Mata,3,Serra Verde,da Luz,SE,57942171,2024-05-04 00:59:47
6173,3755,Via Costa,148,Cônego Pinheiro 1ª Seção,Gomes de da Cruz,GO,82593-671,2025-09-05 16:35:50
6174,4369,Passarela de Farias,19,Vila Boa Vista,da Cunha,DF,27021021,2025-06-28 05:36:53
6175,622,Aeroporto da Cruz,27,Belmonte,Azevedo dos Dourados,SP,35538-843,2023-08-31 13:49:58
6176,3409,Sítio Cauã Rocha,848,Vila Mantiqueira,Costa,AC,72607-193,2024-05-25 07:24:35
6177,2329,Residencial de Pastor,9,Monte São José,Fogaça da Serra,PE,89909019,2025-05-16 20:19:21
6178,1625,Ladeira Alves,99,Mantiqueira,Lima de Minas,RR,06261675,2025-10-01 20:16:48
6179,2490,Conjunto Pedro Henrique Câmara,21,Etelvina Carneiro,Duarte,PR,60836-143,2024-05-12 12:42:37
6180,4021,Favela Ravy Vargas,87,Santa Amelia,Peixoto,CE,02965-913,2025-06-29 04:55:15
6181,2547,Recanto Antonella Machado,3,Jardinópolis,Vieira de Cavalcanti,CE,37841-378,2024-06-23 08:38:24
6182,4508,Esplanada Natália Sales,72,Serra Do Curral,Ferreira da Mata,MT,28868-600,2025-04-08 18:16:09
6183,1099,Aeroporto Milena Viana,80,Novo São Lucas,Duarte,AC,60205-284,2024-06-27 06:57:55
6184,4939,Praia André Oliveira,191,Alto Das Antenas,Sampaio do Norte,DF,33480-611,2023-02-11 03:41:35
6185,3489,Feira da Costa,24,Miramar,Sá Verde,PR,75171514,2025-10-03 19:13:40
6186,1609,Lago Emanuella Viana,748,Vila Puc,Melo do Norte,SC,51335646,2025-11-11 11:51:31
6187,4851,Rua Fogaça,892,Apolonia,Rocha do Oeste,PE,65397006,2024-10-20 03:12:41
6188,3499,Morro Borges,143,Santo André,Gonçalves Paulista,PE,22191-961,2025-03-18 02:36:37
6189,4714,Largo Pinto,5,Andiroba,Guerra Paulista,SC,02420-202,2025-09-28 08:40:48
6190,3527,Via de Ribeiro,68,Vila Trinta E Um De Março,Moura,PR,27880-877,2023-01-08 06:07:40
6191,4877,Residencial de da Luz,92,Leticia,Leão,MT,28046597,2023-11-08 18:52:41
6192,1973,Loteamento Luigi Cavalcanti,344,Conjunto Minas Caixa,Aparecida do Oeste,AP,77198-160,2024-12-06 02:07:16
6193,851,Recanto Lima,1,Jardim Do Vale,Carvalho,RS,74448-315,2024-09-05 04:12:04
6194,4032,Avenida da Rosa,9,Vila Trinta E Um De Março,Cavalcanti da Mata,SC,98113060,2025-08-11 12:02:42
6195,4972,Via de Aparecida,133,Braúnas,Pastor,RR,99893-117,2025-01-10 13:14:16
6196,4650,Núcleo de Barbosa,68,Xodo-Marize,Vasconcelos,AL,51031547,2023-05-07 07:31:35
6197,2489,Campo da Mata,49,Lagoinha,Farias,PB,14437-118,2023-09-02 12:22:49
6198,2033,Viaduto Sousa,816,Jardim Montanhês,da Costa,RS,46626420,2024-02-20 15:05:58
6199,1545,Lago Santos,37,São Cristóvão,Correia dos Dourados,RS,04664-872,2024-02-12 18:52:45
6200,1463,Fazenda de Marques,4,Leticia,Novaes de da Paz,AC,90546661,2023-08-05 02:14:31
6201,3988,Largo de Novaes,188,Vila Real 1ª Seção,Farias da Serra,SP,78147-713,2023-10-29 20:03:57
6202,471,Parque Luiza Souza,1,Flavio Marques Lisboa,da Luz,BA,10369739,2023-12-22 04:58:24
6203,2694,Rua de da Cunha,829,Palmeiras,Cunha de Ramos,PB,67545-545,2023-07-22 00:55:55
6204,4941,Vale de Teixeira,26,São Francisco,Gonçalves,AM,03174-660,2024-12-14 01:23:13
6205,3743,Praça Macedo,5,Vila Satélite,da Cruz,BA,24627-283,2024-08-21 23:59:20
6206,2767,Vale Rodrigues,99,Alto Vera Cruz,Garcia,MG,44013-131,2023-09-26 02:53:30
6207,3394,Trevo de Fonseca,5,Conjunto São Francisco De Assis,Rodrigues,SP,72854-758,2023-09-12 18:54:46
6208,1856,Fazenda Azevedo,63,Santa Branca,da Mota,DF,74405-046,2024-07-22 05:06:26
6209,278,Vila de da Conceição,97,Morro Dos Macacos,Nunes,AP,63335623,2024-07-18 05:49:31
6210,2985,Favela de Silveira,46,Vila Santa Monica 1ª Seção,das Neves,RR,48848-032,2025-08-25 09:33:19
6211,636,Via Marcos Vinicius Viana,20,Vila Madre Gertrudes 4ª Seção,Silva Grande,PR,63774-663,2025-05-14 09:53:32
6212,4736,Sítio Cardoso,4,Rio Branco,da Luz,MA,90961628,2023-02-23 23:49:01
6213,3567,Jardim Erick Nogueira,77,Vila São Rafael,Nogueira,GO,83411132,2023-12-11 13:01:45
6214,359,Aeroporto Liam da Rosa,94,União,Pires,PI,97446333,2023-01-03 22:59:38
6215,2909,Sítio Larissa Silveira,88,Vila Ipiranga,Pinto,MA,36392-345,2025-11-06 01:59:08
6216,3997,Quadra Macedo,2,Bacurau,Barbosa dos Dourados,MS,24532905,2024-11-29 20:51:34
6217,4058,Condomínio de Camargo,72,Vila Engenho Nogueira,Lopes,BA,01026-533,2025-03-03 19:41:41
6218,3284,Distrito Clara Lopes,397,Saudade,Rocha,AM,78827942,2023-09-13 07:39:21
6219,4107,Setor de da Costa,9,Flavio De Oliveira,Aparecida do Norte,MT,28512952,2025-02-11 20:45:10
6220,1893,Loteamento Sousa,14,Carmo,Araújo do Amparo,SP,81224-434,2024-03-27 06:53:38
6221,2855,Passarela Aylla Abreu,57,Nova Granada,da Luz do Sul,BA,27808-440,2023-09-03 13:48:44
6222,859,Esplanada de Fogaça,5,Vila Formosa,Duarte Grande,PB,15894481,2022-12-21 13:59:41
6223,953,Viaduto Luiza Ribeiro,7,Minaslandia,Cunha,SC,82273802,2025-02-09 18:26:57
6224,3616,Setor de Cunha,72,Caiçaras,Porto do Norte,MG,74967-407,2024-10-30 07:41:10
6225,3672,Vila Farias,76,Vila Santo Antônio Barroquinha,da Mota,GO,81515081,2025-10-21 23:59:44
6226,1820,Fazenda Júlia Oliveira,44,Caetano Furquim,Silveira,SC,56845-562,2024-08-25 06:16:29
6227,1092,Aeroporto Paulo Ribeiro,1,Vila Rica,Aragão das Pedras,AM,29411-353,2025-06-27 01:08:00
6228,1547,Pátio de Silveira,88,Lindéia,Gomes Alegre,MT,92485239,2022-12-05 19:14:05
6229,2437,Praia Vitor da Mata,416,Solar Do Barreiro,Lopes da Prata,PE,16505269,2024-11-11 10:17:20
6230,487,Conjunto de Santos,1,Comiteco,Caldeira,PR,22404-008,2025-01-14 02:56:24
6231,4116,Vila da Mata,751,Alto Vera Cruz,Carvalho,CE,92739-253,2023-01-15 01:01:31
6232,2352,Estação Silveira,22,Cônego Pinheiro 1ª Seção,Leão,ES,38529-950,2024-01-31 18:04:51
6233,1751,Morro de Correia,87,Santa Branca,Gomes,SC,03947852,2025-04-23 17:57:26
6234,336,Travessa Henry Gabriel Souza,2,Nova Cachoeirinha,Vieira,AC,41135112,2023-07-10 14:20:53
